"","Gene","CpG_ratio","status"
"4721","Mfran_g6429 ",0.624593,"weakly"
"4722","Mfran_g6431 ",0.361308,"heavily"
"4723","Mfran_g6432.1 ",0.460294,"heavily"
"4724","Mfran_g6434 ",0.201129,"heavily"
"4725","Mfran_g6436 ",0.267683,"heavily"
"4726","Mfran_g6438 ",0.278556,"heavily"
"4727","Mfran_g6439 ",0.384521,"heavily"
"4728","Mfran_g6440 ",0.340645,"heavily"
"4729","Mfran_g6441.1 ",0.409787,"heavily"
"4730","Mfran_g6442 ",0.212663,"heavily"
"4731","Mfran_g6443 ",0.252658,"heavily"
"4732","Mfran_g6445 ",0.179565,"heavily"
"4733","Mfran_g6448 ",0.585153,"weakly"
"4734","Mfran_g6450 ",0.599904,"weakly"
"4735","Mfran_g6451 ",0.560017,"weakly"
"4736","Mfran_g6452 ",0.828509,"weakly"
"4737","Mfran_g6453 ",0.89425,"weakly"
"4738","Mfran_g6455 ",0.995031,"weakly"
"4739","Mfran_g6458 ",0.773134,"weakly"
"4740","Mfran_g6460 ",0.332641,"heavily"
"4741","Mfran_g6461 ",0.447995,"heavily"
"4742","Mfran_g6462 ",0.460437,"heavily"
"4743","Mfran_g6463 ",0.301616,"heavily"
"4744","Mfran_g6465 ",0.815605,"weakly"
"4745","Mfran_g6466 ",0.910826,"weakly"
"4746","Mfran_g6467 ",0.740479,"weakly"
"4747","Mfran_g6468 ",0.797091,"weakly"
"4748","Mfran_g6469 ",0.414191,"heavily"
"4749","Mfran_g6470 ",0.236965,"heavily"
"4750","Mfran_g6471 ",0.748382,"weakly"
"4751","Mfran_g6472 ",0.690237,"weakly"
"4752","Mfran_g6473 ",0.275702,"heavily"
"4753","Mfran_g6474 ",0.455442,"heavily"
"4754","Mfran_g6476 ",0.948618,"weakly"
"4755","Mfran_g6477 ",0.838867,"weakly"
"4756","Mfran_g6478 ",0.822495,"weakly"
"4757","Mfran_g6480 ",0.642056,"weakly"
"4758","Mfran_g6481 ",0.555293,"weakly"
"4759","Mfran_g6483 ",0.762355,"weakly"
"4760","Mfran_g6484 ",0.365138,"heavily"
"4761","Mfran_g6486 ",0.259305,"heavily"
"4762","Mfran_g6489 ",0.239941,"heavily"
"4763","Mfran_g6490 ",0.771134,"weakly"
"4764","Mfran_g6491 ",0.242907,"heavily"
"4765","Mfran_g6493 ",0.287098,"heavily"
"4766","Mfran_g6494 ",0.207389,"heavily"
"4767","Mfran_g6495 ",0.38554,"heavily"
"4768","Mfran_g6496 ",0.135136,"heavily"
"4769","Mfran_g6498 ",0.341122,"heavily"
"4770","Mfran_g6501 ",0.612998,"weakly"
"4771","Mfran_g6505 ",0.217891,"heavily"
"4772","Mfran_g6506 ",0.608637,"weakly"
"4773","Mfran_g6507 ",0.383495,"heavily"
"4774","Mfran_g6509 ",0.236596,"heavily"
"4775","Mfran_g6510 ",0.11699,"heavily"
"4776","Mfran_g6512 ",0.305372,"heavily"
"4777","Mfran_g6513 ",0.745073,"weakly"
"4778","Mfran_g6514 ",0.499775,"heavily"
"4779","Mfran_g6515 ",0.489348,"heavily"
"4780","Mfran_g6518 ",0.786411,"weakly"
"4781","Mfran_g6519 ",0.676297,"weakly"
"4782","Mfran_g6520 ",0.715951,"weakly"
"4783","Mfran_g6521.1 ",0.43936,"heavily"
"4784","Mfran_g6522 ",0.239522,"heavily"
"4785","Mfran_g6523 ",0.345612,"heavily"
"4786","Mfran_g6525 ",0.414927,"heavily"
"4787","Mfran_g6526.2 ",0.495662,"heavily"
"4788","Mfran_g6527 ",0.850611,"weakly"
"4789","Mfran_g6529 ",0.873157,"weakly"
"4790","Mfran_g6530 ",0.503038,"heavily"
"4791","Mfran_g6532 ",0.480108,"heavily"
"4792","Mfran_g6533 ",0.740368,"weakly"
"4793","Mfran_g6534 ",0.457914,"heavily"
"4794","Mfran_g6536 ",0.930327,"weakly"
"4795","Mfran_g6537 ",0.880331,"weakly"
"4796","Mfran_g6538 ",0.250616,"heavily"
"4797","Mfran_g6540 ",0.691059,"weakly"
"4798","Mfran_g6541.1 ",0.37958,"heavily"
"4799","Mfran_g6542 ",0.519934,"heavily"
"4800","Mfran_g6543 ",0.363042,"heavily"
"4801","Mfran_g6544 ",0.48077,"heavily"
"4802","Mfran_g6546 ",0.540237,"heavily"
"4803","Mfran_g6547 ",0.204033,"heavily"
"4804","Mfran_g6553 ",0.333746,"heavily"
"4805","Mfran_g6554 ",0.556413,"weakly"
"4806","Mfran_g6555.1 ",0.281555,"heavily"
"4807","Mfran_g6556 ",0.31382,"heavily"
"4808","Mfran_g6557 ",0.32427,"heavily"
"4809","Mfran_g6558 ",0.391775,"heavily"
"4810","Mfran_g6559 ",0.409135,"heavily"
"4811","Mfran_g6561.1 ",0.4627,"heavily"
"4812","Mfran_g6563 ",0.546411,"heavily"
"4813","Mfran_g6564 ",0.395816,"heavily"
"4814","Mfran_g6565 ",0.454799,"heavily"
"4815","Mfran_g6566 ",0.273851,"heavily"
"4816","Mfran_g6567 ",0.889377,"weakly"
"4817","Mfran_g6568 ",0.428887,"heavily"
"4818","Mfran_g6569 ",0.91394,"weakly"
"4819","Mfran_g6570 ",0.782692,"weakly"
"4820","Mfran_g6572.1 ",0.357386,"heavily"
"4821","Mfran_g6573 ",0.598705,"weakly"
"4822","Mfran_g6574 ",1.10021,"weakly"
"4823","Mfran_g6575 ",0.9674,"weakly"
"4824","Mfran_g6576 ",0.80439,"weakly"
"4825","Mfran_g6577 ",0.719055,"weakly"
"4826","Mfran_g6578 ",0.921627,"weakly"
"4827","Mfran_g6579 ",0.924306,"weakly"
"4828","Mfran_g6581 ",0.525952,"heavily"
"4829","Mfran_g6587 ",0.78632,"weakly"
"4830","Mfran_g6591 ",0.882388,"weakly"
"4831","Mfran_g6594 ",0.704697,"weakly"
"4832","Mfran_g6595 ",0.614095,"weakly"
"4833","Mfran_g6596 ",0.610213,"weakly"
"4834","Mfran_g6598 ",0.781933,"weakly"
"4835","Mfran_g6599 ",0.370259,"heavily"
"4836","Mfran_g6600 ",0.437027,"heavily"
"4837","Mfran_g6601.1 ",0.483868,"heavily"
"4838","Mfran_g6602 ",0.284076,"heavily"
"4839","Mfran_g6603 ",0.914535,"weakly"
"4840","Mfran_g6605 ",0.777143,"weakly"
"4841","Mfran_g6606 ",0.82153,"weakly"
"4842","Mfran_g6607 ",0.761303,"weakly"
"4843","Mfran_g6609 ",0.457331,"heavily"
"4844","Mfran_g6610 ",0.685375,"weakly"
"4845","Mfran_g6611 ",0.677931,"weakly"
"4846","Mfran_g6612 ",0.804635,"weakly"
"4847","Mfran_g6613 ",0.568205,"weakly"
"4848","Mfran_g6614 ",0.830929,"weakly"
"4849","Mfran_g6615 ",0.780537,"weakly"
"4850","Mfran_g6616 ",0.782787,"weakly"
"4851","Mfran_g6617 ",0.847615,"weakly"
"4852","Mfran_g6618 ",0.311559,"heavily"
"4853","Mfran_g6619 ",0.55544,"weakly"
"4854","Mfran_g6620 ",0.329115,"heavily"
"4855","Mfran_g6621.1 ",0.319391,"heavily"
"4856","Mfran_g6622.1 ",0.292064,"heavily"
"4857","Mfran_g6623 ",0.257707,"heavily"
"4858","Mfran_g6624 ",0.253803,"heavily"
"4859","Mfran_g6627 ",0.439723,"heavily"
"4860","Mfran_g6628 ",0.474579,"heavily"
"4861","Mfran_g6629 ",0.928685,"weakly"
"4862","Mfran_g6630 ",0.42648,"heavily"
"4863","Mfran_g6631 ",0.432495,"heavily"
"4864","Mfran_g6632 ",0.472498,"heavily"
"4865","Mfran_g6633 ",0.724108,"weakly"
"4866","Mfran_g6634 ",0.327848,"heavily"
"4867","Mfran_g6636 ",0.34976,"heavily"
"4868","Mfran_g6637 ",0.354386,"heavily"
"4869","Mfran_g6638 ",0.772418,"weakly"
"4870","Mfran_g6639 ",0.856597,"weakly"
"4871","Mfran_g6641.1 ",0.890204,"weakly"
"4872","Mfran_g6642.2 ",0.36707,"heavily"
"4873","Mfran_g6643 ",0.910598,"weakly"
"4874","Mfran_g6644 ",0.778953,"weakly"
"4875","Mfran_g6645.1 ",0.448347,"heavily"
"4876","Mfran_g6646 ",0.37993,"heavily"
"4877","Mfran_g6648 ",0.461545,"heavily"
"4878","Mfran_g6650 ",0.483971,"heavily"
"4879","Mfran_g6651 ",0.361976,"heavily"
"4880","Mfran_g6653 ",0.320469,"heavily"
"4881","Mfran_g6654 ",0.175948,"heavily"
"4882","Mfran_g6655 ",0.348934,"heavily"
"4883","Mfran_g6657 ",0.360682,"heavily"
"4884","Mfran_g6658 ",0.496909,"heavily"
"4885","Mfran_g6659 ",0.3705,"heavily"
"4886","Mfran_g6660 ",0.925623,"weakly"
"4887","Mfran_g6661 ",0.597631,"weakly"
"4888","Mfran_g6663 ",0.336046,"heavily"
"4889","Mfran_g6664 ",0.286209,"heavily"
"4890","Mfran_g6665 ",0.110788,"heavily"
"4891","Mfran_g6666 ",0.407819,"heavily"
"4892","Mfran_g6667 ",0.860282,"weakly"
"4893","Mfran_g6668 ",0.562995,"weakly"
"4894","Mfran_g6670 ",0.590073,"weakly"
"4895","Mfran_g6671.6 ",0.481852,"heavily"
"4896","Mfran_g6673 ",0.550721,"weakly"
"4897","Mfran_g6674 ",0.752875,"weakly"
"4898","Mfran_g6676 ",0.277532,"heavily"
"4899","Mfran_g6677 ",0.839973,"weakly"
"4900","Mfran_g6679 ",0.687218,"weakly"
"4901","Mfran_g6680.1 ",0.603003,"weakly"
"4902","Mfran_g6681 ",0.544353,"heavily"
"4903","Mfran_g6683 ",0.368016,"heavily"
"4904","Mfran_g6684 ",0.293049,"heavily"
"4905","Mfran_g6685 ",0.921522,"weakly"
"4906","Mfran_g6686 ",0.965769,"weakly"
"4907","Mfran_g6688 ",0.227958,"heavily"
"4908","Mfran_g6690 ",0.317366,"heavily"
"4909","Mfran_g6691 ",0.283833,"heavily"
"4910","Mfran_g6692 ",0.298499,"heavily"
"4911","Mfran_g6693 ",0.872132,"weakly"
"4912","Mfran_g6695 ",0.452941,"heavily"
"4913","Mfran_g6697 ",0.439209,"heavily"
"4914","Mfran_g6698 ",0.61782,"weakly"
"4915","Mfran_g6700 ",0.701914,"weakly"
"4916","Mfran_g6702 ",0.595874,"weakly"
"4917","Mfran_g6707 ",0.315296,"heavily"
"4918","Mfran_g6709 ",0.304699,"heavily"
"4919","Mfran_g6710 ",0.264485,"heavily"
"4920","Mfran_g6712 ",0.753004,"weakly"
"4921","Mfran_g6713 ",0.33982,"heavily"
"4922","Mfran_g6714 ",0.343307,"heavily"
"4923","Mfran_g6715 ",0.388711,"heavily"
"4924","Mfran_g6716 ",0.465581,"heavily"
"4925","Mfran_g6717 ",0.422792,"heavily"
"4926","Mfran_g6719 ",0.381163,"heavily"
"4927","Mfran_g6720 ",0.43501,"heavily"
"4928","Mfran_g6722 ",0.263525,"heavily"
"4929","Mfran_g6723 ",0.607375,"weakly"
"4930","Mfran_g6724 ",0.371841,"heavily"
"4931","Mfran_g6726 ",0.603052,"weakly"
"4932","Mfran_g6727 ",0.843939,"weakly"
"4933","Mfran_g6728 ",0.27554,"heavily"
"4934","Mfran_g6729 ",0.577282,"weakly"
"4935","Mfran_g6730 ",0.940007,"weakly"
"4936","Mfran_g6731 ",0.173225,"heavily"
"4937","Mfran_g6737 ",0.305789,"heavily"
"4938","Mfran_g6738 ",0.498382,"heavily"
"4939","Mfran_g6739 ",0.745839,"weakly"
"4940","Mfran_g6740 ",0.750763,"weakly"
"4941","Mfran_g6741 ",0.745549,"weakly"
"4942","Mfran_g6742 ",0.84855,"weakly"
"4943","Mfran_g6743 ",0.900469,"weakly"
"4944","Mfran_g6744 ",0.546233,"heavily"
"4945","Mfran_g6745 ",0.792655,"weakly"
"4946","Mfran_g6746 ",0.360925,"heavily"
"4947","Mfran_g6747.2 ",0.395985,"heavily"
"4948","Mfran_g6749 ",0.715156,"weakly"
"4949","Mfran_g6753 ",0.56066,"weakly"
"4950","Mfran_g6754 ",0.342821,"heavily"
"4951","Mfran_g6755 ",0.8341,"weakly"
"4952","Mfran_g6756 ",0.24503,"heavily"
"4953","Mfran_g6757 ",1.1961,"weakly"
"4954","Mfran_g6758 ",0.462821,"heavily"
"4955","Mfran_g6759 ",0.250032,"heavily"
"4956","Mfran_g6762 ",0.780028,"weakly"
"4957","Mfran_g6765 ",0.887077,"weakly"
"4958","Mfran_g6767 ",0.935975,"weakly"
"4959","Mfran_g6768 ",1.14184,"weakly"
"4960","Mfran_g6769 ",1.00653,"weakly"
"4961","Mfran_g6771 ",0.553749,"weakly"
"4962","Mfran_g6772 ",0.562683,"weakly"
"4963","Mfran_g6774 ",0.735181,"weakly"
"4964","Mfran_g6775 ",0.425876,"heavily"
"4965","Mfran_g6776.1 ",0.385001,"heavily"
"4966","Mfran_g6777 ",0.818463,"weakly"
"4967","Mfran_g6779 ",0.236435,"heavily"
"4968","Mfran_g6780 ",0.49556,"heavily"
"4969","Mfran_g6783 ",0.272835,"heavily"
"4970","Mfran_g6786 ",0.771457,"weakly"
"4971","Mfran_g6788 ",0.932863,"weakly"
"4972","Mfran_g6790 ",0.915898,"weakly"
"4973","Mfran_g6791 ",0.534056,"heavily"
"4974","Mfran_g6792 ",1.03556,"weakly"
"4975","Mfran_g6793 ",1.01487,"weakly"
"4976","Mfran_g6794 ",0.860877,"weakly"
"4977","Mfran_g6796 ",0.784303,"weakly"
"4978","Mfran_g6797 ",0.884152,"weakly"
"4979","Mfran_g6798 ",0.281219,"heavily"
"4980","Mfran_g6800.2 ",0.808668,"weakly"
"4981","Mfran_g6802 ",0.244756,"heavily"
"4982","Mfran_g6803 ",0.332542,"heavily"
"4983","Mfran_g6804 ",0.365985,"heavily"
"4984","Mfran_g6805 ",0.265034,"heavily"
"4985","Mfran_g6806 ",0.244008,"heavily"
"4986","Mfran_g6808 ",0.779658,"weakly"
"4987","Mfran_g6809 ",0.186137,"heavily"
"4988","Mfran_g6810 ",0.417022,"heavily"
"4989","Mfran_g6812 ",0.210128,"heavily"
"4990","Mfran_g6813 ",0.294551,"heavily"
"4991","Mfran_g6814 ",0.317165,"heavily"
"4992","Mfran_g6815 ",0.24143,"heavily"
"4993","Mfran_g6818 ",0.506266,"heavily"
"4994","Mfran_g6820 ",0.768732,"weakly"
"4995","Mfran_g6821 ",0.540488,"heavily"
"4996","Mfran_g6822 ",0.521108,"heavily"
"4997","Mfran_g6823 ",0.476477,"heavily"
"4998","Mfran_g6824 ",0.374486,"heavily"
"4999","Mfran_g6825 ",0.258388,"heavily"
"5000","Mfran_g6826 ",0.893875,"weakly"
"5001","Mfran_g6827 ",0.962629,"weakly"
"5002","Mfran_g6828 ",0.685216,"weakly"
"5003","Mfran_g6831.1 ",0.41085,"heavily"
"5004","Mfran_g6833 ",0.368524,"heavily"
"5005","Mfran_g6834 ",0.913172,"weakly"
"5006","Mfran_g6835 ",0.690417,"weakly"
"5007","Mfran_g6841 ",0.499303,"heavily"
"5008","Mfran_g6844 ",0.681379,"weakly"
"5009","Mfran_g6845 ",0.47647,"heavily"
"5010","Mfran_g6846 ",0.297854,"heavily"
"5011","Mfran_g6847.1 ",0.360417,"heavily"
"5012","Mfran_g6850 ",0.295257,"heavily"
"5013","Mfran_g6851 ",0.363407,"heavily"
"5014","Mfran_g6853 ",1.03215,"weakly"
"5015","Mfran_g6855 ",0.428676,"heavily"
"5016","Mfran_g6856 ",0.887976,"weakly"
"5017","Mfran_g6858.1 ",0.7268,"weakly"
"5018","Mfran_g6859.1 ",0.334821,"heavily"
"5019","Mfran_g6860 ",0.30328,"heavily"
"5020","Mfran_g6861 ",0.851107,"weakly"
"5021","Mfran_g6863 ",0.983245,"weakly"
"5022","Mfran_g6864 ",0.876107,"weakly"
"5023","Mfran_g6865 ",0.798893,"weakly"
"5024","Mfran_g6867 ",0.495756,"heavily"
"5025","Mfran_g6868 ",1.0012,"weakly"
"5026","Mfran_g6869 ",0.581785,"weakly"
"5027","Mfran_g6870 ",0.436654,"heavily"
"5028","Mfran_g6871 ",0.184482,"heavily"
"5029","Mfran_g6872 ",1.00319,"weakly"
"5030","Mfran_g6874 ",0.351918,"heavily"
"5031","Mfran_g6875 ",0.452206,"heavily"
"5032","Mfran_g6876 ",0.430429,"heavily"
"5033","Mfran_g6877 ",0.46451,"heavily"
"5034","Mfran_g6880 ",0.343844,"heavily"
"5035","Mfran_g6881 ",0.380707,"heavily"
"5036","Mfran_g6882 ",0.337088,"heavily"
"5037","Mfran_g6884 ",0.646282,"weakly"
"5038","Mfran_g6885 ",0.412984,"heavily"
"5039","Mfran_g6887.1 ",0.463189,"heavily"
"5040","Mfran_g6888 ",0.419331,"heavily"
"5041","Mfran_g6889 ",0.31714,"heavily"
"5042","Mfran_g6890.1 ",0.415052,"heavily"
"5043","Mfran_g6891 ",0.362347,"heavily"
"5044","Mfran_g6893 ",0.426335,"heavily"
"5045","Mfran_g6894 ",0.31085,"heavily"
"5046","Mfran_g6896 ",0.561158,"weakly"
"5047","Mfran_g6897 ",0.449916,"heavily"
"5048","Mfran_g6898 ",0.429227,"heavily"
"5049","Mfran_g6901 ",0.382179,"heavily"
"5050","Mfran_g6902 ",0.801292,"weakly"
"5051","Mfran_g6903 ",0.346841,"heavily"
"5052","Mfran_g6904 ",0.430318,"heavily"
"5053","Mfran_g6905 ",0.898955,"weakly"
"5054","Mfran_g6906 ",0.365456,"heavily"
"5055","Mfran_g6908 ",0.673403,"weakly"
"5056","Mfran_g6910 ",0.484365,"heavily"
"5057","Mfran_g6911.1 ",0.463284,"heavily"
"5058","Mfran_g6912 ",0.370879,"heavily"
"5059","Mfran_g6914 ",0.450065,"heavily"
"5060","Mfran_g6915 ",0.285705,"heavily"
"5061","Mfran_g6918.1 ",0.499829,"heavily"
"5062","Mfran_g6919 ",0.397506,"heavily"
"5063","Mfran_g6920 ",0.381857,"heavily"
"5064","Mfran_g6921.1 ",0.387757,"heavily"
"5065","Mfran_g6923 ",0.679577,"weakly"
"5066","Mfran_g6924 ",0.884921,"weakly"
"5067","Mfran_g6925 ",0.892212,"weakly"
"5068","Mfran_g6928 ",0.266801,"heavily"
"5069","Mfran_g6929 ",0.29466,"heavily"
"5070","Mfran_g6930 ",0.382862,"heavily"
"5071","Mfran_g6931 ",0.412524,"heavily"
"5072","Mfran_g6933 ",0.577671,"weakly"
"5073","Mfran_g6935 ",0.405759,"heavily"
"5074","Mfran_g6936 ",0.456598,"heavily"
"5075","Mfran_g6937 ",0.685113,"weakly"
"5076","Mfran_g6939 ",0.584989,"weakly"
"5077","Mfran_g6941.1 ",0.644608,"weakly"
"5078","Mfran_g6942 ",0.102796,"heavily"
"5079","Mfran_g6945 ",0.576503,"weakly"
"5080","Mfran_g6946 ",0.374655,"heavily"
"5081","Mfran_g6947 ",0.651446,"weakly"
"5082","Mfran_g6948 ",0.59153,"weakly"
"5083","Mfran_g6950 ",0.507464,"heavily"
"5084","Mfran_g6951 ",0.32994,"heavily"
"5085","Mfran_g6955 ",1.15316,"weakly"
"5086","Mfran_g6958 ",0.375851,"heavily"
"5087","Mfran_g6959 ",0.850869,"weakly"
"5088","Mfran_g6960 ",0.960496,"weakly"
"5089","Mfran_g6961 ",0.871689,"weakly"
"5090","Mfran_g6962 ",1.03256,"weakly"
"5091","Mfran_g6963 ",0.854727,"weakly"
"5092","Mfran_g6965 ",0.827939,"weakly"
"5093","Mfran_g6966 ",1.09935,"weakly"
"5094","Mfran_g6967 ",1.1676,"weakly"
"5095","Mfran_g6969 ",1.25382,"weakly"
"5096","Mfran_g6971 ",0.323502,"heavily"
"5097","Mfran_g6974 ",0.448915,"heavily"
"5098","Mfran_g6976 ",0.443878,"heavily"
"5099","Mfran_g6985 ",0.447176,"heavily"
"5100","Mfran_g6986 ",0.391801,"heavily"
"5101","Mfran_g6988 ",1.16064,"weakly"
"5102","Mfran_g6990 ",1.17887,"weakly"
"5103","Mfran_g6992 ",1.17847,"weakly"
"5104","Mfran_g6993 ",1.08408,"weakly"
"5105","Mfran_g6995 ",0.575729,"weakly"
"5106","Mfran_g6996 ",1.1629,"weakly"
"5107","Mfran_g6997 ",1.08707,"weakly"
"5108","Mfran_g6998 ",1.07148,"weakly"
"5109","Mfran_g6999 ",1.01127,"weakly"
"5110","Mfran_g7000 ",1.19312,"weakly"
"5111","Mfran_g7001 ",1.21377,"weakly"
"5112","Mfran_g7002 ",1.16237,"weakly"
"5113","Mfran_g7003 ",1.26214,"weakly"
"5114","Mfran_g7004 ",1.20086,"weakly"
"5115","Mfran_g7006 ",1.24482,"weakly"
"5116","Mfran_g7007 ",0.916536,"weakly"
"5117","Mfran_g7008 ",0.985961,"weakly"
"5118","Mfran_g7009 ",0.936724,"weakly"
"5119","Mfran_g7011 ",1.13499,"weakly"
"5120","Mfran_g7012 ",0.782708,"weakly"
"5121","Mfran_g7013 ",0.643309,"weakly"
"5122","Mfran_g7014 ",0.777976,"weakly"
"5123","Mfran_g7016 ",0.824119,"weakly"
"5124","Mfran_g7019 ",0.664572,"weakly"
"5125","Mfran_g7020 ",0.65927,"weakly"
"5126","Mfran_g7021 ",0.323823,"heavily"
"5127","Mfran_g7022 ",0.304878,"heavily"
"5128","Mfran_g7023 ",0.842266,"weakly"
"5129","Mfran_g7026 ",0.625695,"weakly"
"5130","Mfran_g7027 ",0.91075,"weakly"
"5131","Mfran_g7029 ",0.353919,"heavily"
"5132","Mfran_g7030 ",0.325036,"heavily"
"5133","Mfran_g7031 ",0.815384,"weakly"
"5134","Mfran_g7032 ",0.489446,"heavily"
"5135","Mfran_g7034 ",0.610634,"weakly"
"5136","Mfran_g7036 ",0.37583,"heavily"
"5137","Mfran_g7037 ",0.361593,"heavily"
"5138","Mfran_g7038 ",0.464733,"heavily"
"5139","Mfran_g7041 ",0.224532,"heavily"
"5140","Mfran_g7042.2 ",0.543107,"heavily"
"5141","Mfran_g7044 ",0.28132,"heavily"
"5142","Mfran_g7046 ",0.589487,"weakly"
"5143","Mfran_g7047 ",0.980314,"weakly"
"5144","Mfran_g7048 ",0.318516,"heavily"
"5145","Mfran_g7049 ",0.61186,"weakly"
"5146","Mfran_g7051 ",0.535352,"heavily"
"5147","Mfran_g7057 ",0.509159,"heavily"
"5148","Mfran_g7058 ",0.450733,"heavily"
"5149","Mfran_g7059 ",0.270476,"heavily"
"5150","Mfran_g7060 ",0.391535,"heavily"
"5151","Mfran_g7061 ",0.353112,"heavily"
"5152","Mfran_g7063 ",0.579633,"weakly"
"5153","Mfran_g7064 ",0.4245,"heavily"
"5154","Mfran_g7066 ",0.684993,"weakly"
"5155","Mfran_g7067 ",0.250001,"heavily"
"5156","Mfran_g7068 ",0.266381,"heavily"
"5157","Mfran_g7069 ",0.760854,"weakly"
"5158","Mfran_g7070 ",0.802462,"weakly"
"5159","Mfran_g7072 ",0.310832,"heavily"
"5160","Mfran_g7074 ",0.52421,"heavily"
"5161","Mfran_g7075 ",0.501068,"heavily"
"5162","Mfran_g7077 ",0.497109,"heavily"
"5163","Mfran_g7078 ",0.425704,"heavily"
"5164","Mfran_g7079 ",0.283571,"heavily"
"5165","Mfran_g7080 ",0.927574,"weakly"
"5166","Mfran_g7082 ",1.03096,"weakly"
"5167","Mfran_g7084 ",0.823331,"weakly"
"5168","Mfran_g7086 ",0.367505,"heavily"
"5169","Mfran_g7087 ",0.421013,"heavily"
"5170","Mfran_g7088 ",0.589878,"weakly"
"5171","Mfran_g7090 ",0.337436,"heavily"
"5172","Mfran_g7091 ",0.362226,"heavily"
"5173","Mfran_g7094 ",0.620081,"weakly"
"5174","Mfran_g7096 ",0.326702,"heavily"
"5175","Mfran_g7098 ",0.42942,"heavily"
"5176","Mfran_g7099 ",0.442565,"heavily"
"5177","Mfran_g7105.1 ",0.463827,"heavily"
"5178","Mfran_g7106.1 ",0.419541,"heavily"
"5179","Mfran_g7107 ",0.82486,"weakly"
"5180","Mfran_g7109 ",1.0405,"weakly"
"5181","Mfran_g7110 ",1.03179,"weakly"
"5182","Mfran_g7111 ",0.998972,"weakly"
"5183","Mfran_g7112 ",0.57111,"weakly"
"5184","Mfran_g7113 ",0.382439,"heavily"
"5185","Mfran_g7114 ",0.592844,"weakly"
"5186","Mfran_g7115 ",0.540499,"heavily"
"5187","Mfran_g7117 ",0.286082,"heavily"
"5188","Mfran_g7118 ",0.681227,"weakly"
"5189","Mfran_g7119 ",0.412282,"heavily"
"5190","Mfran_g7120 ",0.412257,"heavily"
"5191","Mfran_g7124 ",0.463105,"heavily"
"5192","Mfran_g7126 ",0.854413,"weakly"
"5193","Mfran_g7128 ",0.896235,"weakly"
"5194","Mfran_g7130 ",0.889966,"weakly"
"5195","Mfran_g7138 ",0.744822,"weakly"
"5196","Mfran_g7140 ",0.776651,"weakly"
"5197","Mfran_g7141 ",0.666612,"weakly"
"5198","Mfran_g7142 ",0.352596,"heavily"
"5199","Mfran_g7144.1 ",0.629601,"weakly"
"5200","Mfran_g7146c ",0.379593,"heavily"
"5201","Mfran_g7148 ",0.353997,"heavily"
"5202","Mfran_g7149 ",0.432931,"heavily"
"5203","Mfran_g7151 ",0.646595,"weakly"
"5204","Mfran_g7153.1 ",0.5563,"weakly"
"5205","Mfran_g7154 ",0.351701,"heavily"
"5206","Mfran_g7155 ",0.48242,"heavily"
"5207","Mfran_g7156 ",1.04572,"weakly"
"5208","Mfran_g7157 ",0.632423,"weakly"
"5209","Mfran_g7159 ",0.811977,"weakly"
"5210","Mfran_g7162 ",0.0535616,"heavily"
"5211","Mfran_g7163 ",0.568751,"weakly"
"5212","Mfran_g7166 ",0.29182,"heavily"
"5213","Mfran_g7168 ",0.960092,"weakly"
"5214","Mfran_g7170 ",0.326986,"heavily"
"5215","Mfran_g7171 ",0.439058,"heavily"
"5216","Mfran_g7172 ",0.923441,"weakly"
"5217","Mfran_g7173 ",0.570785,"weakly"
"5218","Mfran_g7174 ",0.238075,"heavily"
"5219","Mfran_g7175 ",0.457252,"heavily"
"5220","Mfran_g7176 ",0.808422,"weakly"
"5221","Mfran_g7177 ",0.27045,"heavily"
"5222","Mfran_g7178 ",0.345407,"heavily"
"5223","Mfran_g7181 ",0.337365,"heavily"
"5224","Mfran_g7183 ",0.542507,"heavily"
"5225","Mfran_g7186 ",0.351745,"heavily"
"5226","Mfran_g7188 ",0.326787,"heavily"
"5227","Mfran_g7190 ",0.727559,"weakly"
"5228","Mfran_g7192 ",0.843226,"weakly"
"5229","Mfran_g7194 ",0.517012,"heavily"
"5230","Mfran_g7198 ",0.45937,"heavily"
"5231","Mfran_g7200 ",0.400565,"heavily"
"5232","Mfran_g7201 ",0.648633,"weakly"
"5233","Mfran_g7204.1 ",0.472653,"heavily"
"5234","Mfran_g7206 ",0.916864,"weakly"
"5235","Mfran_g7207 ",0.721149,"weakly"
"5236","Mfran_g7208.1 ",0.524998,"heavily"
"5237","Mfran_g7210.1 ",0.364601,"heavily"
"5238","Mfran_g7211 ",0.807864,"weakly"
"5239","Mfran_g7214 ",0.356514,"heavily"
"5240","Mfran_g7215 ",0.518643,"heavily"
"5241","Mfran_g7216 ",0.324982,"heavily"
"5242","Mfran_g7217 ",0.648506,"weakly"
"5243","Mfran_g7219 ",0.934818,"weakly"
"5244","Mfran_g7220 ",0.380866,"heavily"
"5245","Mfran_g7221 ",0.834545,"weakly"
"5246","Mfran_g7223 ",0.371493,"heavily"
"5247","Mfran_g7225 ",0.567479,"weakly"
"5248","Mfran_g7226 ",0.273468,"heavily"
"5249","Mfran_g7233 ",0.475302,"heavily"
"5250","Mfran_g7234 ",0.659663,"weakly"
"5251","Mfran_g7237 ",0.81241,"weakly"
"5252","Mfran_g7239 ",0.419725,"heavily"
"5253","Mfran_g7240 ",0.287112,"heavily"
"5254","Mfran_g7244 ",0.66585,"weakly"
